,Inning,TopBottom,1B,2B,3B,Score,Outs,P,b1,b2,b3,WE_0,avg_runs,avg_wins,WPA,Scenario
157,9,Top,0,1,0,1,1,R,R,L,L,0.773,0.59118715,0.795893,0.022893,0101RLL9R
663,8,Top,0,0,1,1,1,L,L,R,L,0.632,0.98558835,0.6510135,0.0190135,0011LRL8L
153,9,Top,1,0,0,1,1,R,R,L,L,0.829,0.4123328,0.8605895,0.0315895,1001RLL9R
745,8,Top,1,0,0,1,0,L,L,L,R,0.664,0.8009008,0.747401,0.083401,1000LLR8L
186,8,Top,1,1,0,1,2,R,R,L,L,0.766,0.3845623,0.8709975,0.1049975,1102RLL8R
714,8,Top,1,1,0,1,2,L,L,L,L,0.766,0.3902345,0.86594,0.09994,1102LLL8L
16,9,Top,0,0,0,1,2,R,R,R,R,0.966,0.0617595,0.9780685,0.0120685,0002RRR9R
632,9,Top,0,0,0,1,1,L,L,R,L,0.912,0.2049565,0.9308905,0.0188905,0001LRL9L
690,9,Top,1,1,0,1,2,L,L,L,L,0.859,0.36328015,0.877093,0.018093,1102LLL9L
57,9,Top,1,0,0,1,1,R,R,R,L,0.829,0.43080065,0.8542335,0.0252335,1001RRL9R
61,9,Top,0,1,0,1,1,R,R,R,L,0.773,0.6224528,0.785447,0.012447,0101RRL9R
202,9,Top,1,1,0,1,1,R,L,R,R,0.715,0.81480675,0.739015,0.024015,1101LRR9R
165,9,Top,0,1,0,1,2,R,R,L,L,0.887,0.30598895,0.8897825,0.0027825,0102RLL9R
108,9,Top,1,0,1,1,1,R,R,L,R,0.62,0.99530125,0.6648235,0.0448235,1011RLR9R
216,8,Top,0,0,0,1,0,R,L,R,R,0.753,0.43404125,0.8602785,0.1072785,0000LRR8R
366,8,Top,0,1,1,1,0,R,L,L,R,0.409,2.074969,0.3132735,-0.0957265,0110LLR8R
709,8,Top,0,1,0,1,1,L,L,L,L,0.702,0.56847105,0.802634,0.100634,0101LLL8L
41,8,Top,1,0,0,1,2,R,R,R,R,0.816,0.15250915,0.944945,0.128945,1002RRR8R
540,9,Top,1,0,1,1,1,L,R,L,L,0.62,1.02875005,0.655475,0.035475,1011RLL9L
24,8,Top,0,0,0,1,0,R,R,R,R,0.753,0.4477754,0.854861,0.101861,0000RRR8R
759,8,Top,0,0,1,1,1,L,L,L,R,0.632,0.9757637,0.6552635,0.0232635,0011LLR8L
243,9,Top,1,1,1,1,0,R,L,R,L,0.356,2.30249045,0.3264065,-0.0295935,1110LRL9R
642,9,Top,1,1,0,1,2,L,L,R,L,0.859,0.3929864,0.870594,0.011594,1102LRL9L
198,9,Top,0,1,1,1,0,R,L,R,R,0.39,2.078581,0.3085785,-0.0814215,0110LRR9R
132,8,Top,1,0,1,1,1,R,R,L,R,0.586,1.03094825,0.659888,0.073888,1011RLR8R
686,9,Top,0,1,1,1,1,L,L,L,L,0.552,1.350284,0.527897,-0.024103,0111LLL9L
21,9,Top,0,1,0,1,2,R,R,R,R,0.887,0.28279115,0.8977775,0.0107775,0102RRR9R
96,9,Top,0,0,0,1,0,R,R,L,R,0.841,0.45629085,0.8534415,0.0124415,0000RLR9R
205,9,Top,0,1,0,1,1,R,L,R,R,0.773,0.5922684,0.7953675,0.0223675,0101LRR9R
620,8,Top,1,0,1,1,2,L,L,R,R,0.746,0.3598229,0.8762835,0.1302835,1012LRR8L
46,8,Top,0,1,1,1,2,R,R,R,R,0.718,0.50958875,0.8092805,0.0912805,0112RRR8R
73,8,Top,1,0,0,1,0,R,R,R,L,0.664,0.79650865,0.743223,0.079223,1000RRL8R
133,8,Top,0,1,0,1,1,R,R,L,R,0.702,0.6081674,0.789064,0.087064,0101RLR8R
87,8,Top,0,0,1,1,1,R,R,R,L,0.632,0.98938465,0.6505815,0.0185815,0011RRL8R
190,8,Top,0,1,1,1,2,R,R,L,L,0.718,0.51314385,0.805185,0.087185,0112RLL8R
729,9,Top,1,0,0,1,1,L,L,L,R,0.829,0.4062405,0.8639645,0.0349645,1001LLR9L
171,8,Top,1,1,1,1,0,R,R,L,L,0.371,2.3378013,0.317549,-0.053451,1110RLL8R
170,8,Top,1,1,0,1,0,R,R,L,L,0.534,1.39384835,0.573495,0.039495,1100RLL8R
54,9,Top,0,1,1,1,0,R,R,R,L,0.39,2.077375,0.3066345,-0.0833655,0110RRL9R
595,9,Top,1,1,1,1,2,L,L,R,R,0.762,0.68732685,0.778862,0.016862,1112LRR9L
225,8,Top,1,0,0,1,1,R,L,R,R,0.744,0.4228933,0.857508,0.113508,1001LRR8R
699,8,Top,1,1,1,1,0,L,L,L,L,0.371,2.22446715,0.3376805,-0.0333195,1110LLL8L
753,8,Top,1,0,0,1,1,L,L,L,R,0.744,0.4330821,0.854332,0.110332,1001LLR8L
32,8,Top,0,0,0,1,1,R,R,R,R,0.806,0.22523885,0.923216,0.117216,0001RRR8R
585,9,Top,1,0,0,1,1,L,L,R,R,0.829,0.4251723,0.8576405,0.0286405,1001LRR9L
51,9,Top,1,1,1,1,0,R,R,R,L,0.356,2.2724869,0.3328925,-0.0231075,1110RRL9R
685,9,Top,0,1,0,1,1,L,L,L,L,0.773,0.5940144,0.7965085,0.0235085,0101LLL9L
164,9,Top,1,0,1,1,2,R,R,L,L,0.833,0.3857742,0.871461,0.038461,1012RLL9R
717,8,Top,0,1,0,1,2,L,L,L,L,0.788,0.28748885,0.896042,0.108042,0102LLL8L
696,8,Top,0,0,0,1,0,L,L,L,L,0.753,0.42612555,0.863737,0.110737,0000LLL8L
273,8,Top,1,0,0,1,1,R,L,R,L,0.744,0.43084615,0.8545685,0.1105685,1001LRL8R
730,9,Top,1,1,0,1,1,L,L,L,R,0.715,0.7710819,0.75141,0.03641,1101LLR9L
710,8,Top,0,1,1,1,1,L,L,L,L,0.534,1.3554651,0.528521,-0.005479,0111LLL8L
194,9,Top,1,1,0,1,0,R,L,R,R,0.559,1.3411788,0.586149,0.027149,1100LRR9R
722,9,Top,1,1,0,1,0,L,L,L,R,0.559,1.3301421,0.5898525,0.0308525,1100LLR9L
219,8,Top,1,1,1,1,0,R,L,R,R,0.371,2.2824306,0.3281245,-0.0428755,1110LRR8R
167,9,Top,0,0,1,1,2,R,R,L,L,0.867,0.2872062,0.8970365,0.0300365,0012RLL9R
127,8,Top,0,0,1,1,0,R,R,L,R,0.542,1.3600442,0.538974,-0.003026,0010RLR8R
697,8,Top,1,0,0,1,0,L,L,L,L,0.664,0.74621245,0.7594215,0.0954215,1000LLL8L
114,9,Top,1,1,0,1,2,R,R,L,R,0.859,0.38852175,0.866756,0.007756,1102RLR9R
193,9,Top,1,0,0,1,0,R,L,R,R,0.725,0.7605765,0.7564755,0.0314755,1000LRR9R
643,9,Top,1,1,1,1,2,L,L,R,L,0.762,0.6230749,0.795322,0.033322,1112LRL9L
611,8,Top,1,1,1,1,1,L,L,R,R,0.516,1.45467455,0.55786,0.04186,1111LRR8L
221,8,Top,0,1,0,1,0,R,L,R,R,0.605,1.116847,0.6283235,0.0233235,0100LRR8R
69,9,Top,0,1,0,1,2,R,R,R,L,0.887,0.29159605,0.8946785,0.0076785,0102RRL9R
20,9,Top,1,0,1,1,2,R,R,R,R,0.833,0.3775653,0.871493,0.038493,1012RRR9R
146,9,Top,1,1,0,1,0,R,R,L,L,0.559,1.36200795,0.5813895,0.0223895,1100RLL9R
97,9,Top,1,0,0,1,0,R,R,L,R,0.725,0.76269105,0.7557465,0.0307465,1000RLR9R
705,8,Top,1,0,0,1,1,L,L,L,L,0.744,0.40800925,0.860417,0.116417,1001LLL8L
71,9,Top,0,0,1,1,2,R,R,R,L,0.867,0.29638695,0.8919165,0.0249165,0012RRL9R
596,9,Top,1,0,1,1,2,L,L,R,R,0.833,0.37339945,0.877445,0.044445,1012LRR9L
56,9,Top,0,0,0,1,1,R,R,R,L,0.912,0.21217425,0.928652,0.016652,0001RRL9R
737,9,Top,1,0,0,1,2,L,L,L,R,0.924,0.15149055,0.9467275,0.0227275,1002LLR9L
648,8,Top,0,0,0,1,0,L,L,R,L,0.753,0.418042,0.867066,0.114066,0000LRL8L
761,8,Top,1,0,0,1,2,L,L,L,R,0.816,0.1731267,0.93845,0.12245,1002LLR8L
660,8,Top,1,0,1,1,1,L,L,R,L,0.586,1.01574275,0.66418,0.07818,1011LRL8L
162,9,Top,1,1,0,1,2,R,R,L,L,0.859,0.4308905,0.857675,-0.001325,1102RLL9R
76,8,Top,1,0,1,1,0,R,R,R,L,0.462,1.705904,0.460331,-0.001669,1010RRL8R
665,8,Top,1,0,0,1,2,L,L,R,L,0.816,0.1617438,0.942641,0.126641,1002LRL8L
89,8,Top,1,0,0,1,2,R,R,R,L,0.816,0.16786855,0.93978,0.12378,1002RRL8R
684,9,Top,1,0,1,1,1,L,L,L,L,0.62,1.0128829,0.6619435,0.0419435,1011LLL9L
679,9,Top,0,0,1,1,0,L,L,L,L,0.559,1.34661755,0.5433065,-0.0156935,0010LLL9L
700,8,Top,1,0,1,1,0,L,L,L,L,0.462,1.64392595,0.4738135,0.0118135,1010LLL8L
732,9,Top,1,0,1,1,1,L,L,L,R,0.62,1.0065125,0.664331,0.044331,1011LLR9L
214,9,Top,0,1,1,1,2,R,L,R,R,0.793,0.5014751,0.818861,0.025861,0112LRR9R
93,8,Top,0,1,0,1,2,R,R,R,L,0.788,0.30673365,0.889052,0.101052,0102RRL8R
667,8,Top,1,1,1,1,2,L,L,R,L,0.691,0.6713789,0.7767665,0.0857665,1112LRL8L
677,9,Top,0,1,0,1,0,L,L,L,L,0.644,1.14057645,0.6204775,-0.0235225,0100LLL9L
173,8,Top,0,1,0,1,0,R,R,L,L,0.605,1.15701785,0.6178015,0.0128015,0100RLL8R
66,9,Top,1,1,0,1,2,R,R,R,L,0.859,0.3992274,0.869541,0.010541,1102RRL9R
703,8,Top,0,0,1,1,0,L,L,L,L,0.542,1.3429689,0.544475,0.002475,0010LLL8L
706,8,Top,1,1,0,1,1,L,L,L,L,0.655,0.79512855,0.7421885,0.0871885,1101LLL8L
23,9,Top,0,0,1,1,2,R,R,R,R,0.867,0.28354375,0.899299,0.032299,0012RRR9R
261,9,Top,0,1,0,1,2,R,L,R,L,0.887,0.2851279,0.896996,0.009996,0102LRL9R
107,9,Top,1,1,1,1,1,R,R,L,R,0.537,1.44027285,0.553782,0.016782,1111RLR9R
723,9,Top,1,1,1,1,0,L,L,L,R,0.356,2.31624795,0.321191,-0.034809,1110LLR9L
12,9,Top,1,0,1,1,1,R,R,R,R,0.62,1.0299999,0.659369,0.039369,1011RRR9R
100,9,Top,1,0,1,1,0,R,R,L,R,0.462,1.6426039,0.475064,0.013064,1010RLR9R
619,8,Top,1,1,1,1,2,L,L,R,R,0.691,0.6953123,0.771909,0.080909,1112LRR8L
192,9,Top,0,0,0,1,0,R,L,R,R,0.841,0.422909,0.8637705,0.0227705,0000LRR9R
673,9,Top,1,0,0,1,0,L,L,L,L,0.725,0.73970295,0.7620455,0.0370455,1000LLL9L
676,9,Top,1,0,1,1,0,L,L,L,L,0.462,1.61111735,0.4805565,0.0185565,1010LLL9L
222,8,Top,0,1,1,1,0,R,L,R,R,0.409,2.04143225,0.314989,-0.094011,0110LRR8R
670,8,Top,0,1,1,1,2,L,L,R,L,0.718,0.5313689,0.809092,0.091092,0112LRL8L
612,8,Top,1,0,1,1,1,L,L,R,R,0.586,1.0367961,0.658675,0.072675,1011LRR8L
18,9,Top,1,1,0,1,2,R,R,R,R,0.859,0.3836508,0.870483,0.011483,1102RRR9R
81,8,Top,1,0,0,1,1,R,R,R,L,0.744,0.4292355,0.855361,0.111361,1001RRL8R
39,8,Top,0,0,1,1,1,R,R,R,R,0.632,0.9609802,0.6613745,0.0293745,0011RRR8R
182,8,Top,0,1,1,1,1,R,R,L,L,0.534,1.37854725,0.522395,-0.011605,0111RLL8R
58,9,Top,1,1,0,1,1,R,R,R,L,0.715,0.7787102,0.748126,0.033126,1101RRL9R
118,9,Top,0,1,1,1,2,R,R,L,R,0.793,0.503832,0.816287,0.023287,0112RLR9R
278,8,Top,0,1,1,1,1,R,L,R,L,0.534,1.3568821,0.530262,-0.003738,0111LRL8R
747,8,Top,1,1,1,1,0,L,L,L,R,0.371,2.27496525,0.331874,-0.039126,1110LLR8L
35,8,Top,1,1,1,1,1,R,R,R,R,0.516,1.4078845,0.565369,0.049369,1111RRR8R
8,9,Top,0,0,0,1,1,R,R,R,R,0.912,0.2162533,0.927116,0.015116,0001RRR9R
47,8,Top,0,0,1,1,2,R,R,R,R,0.773,0.2686249,0.902714,0.129714,0012RRR8R
37,8,Top,0,1,0,1,1,R,R,R,R,0.702,0.6066706,0.789521,0.087521,0101RRR8R
715,8,Top,1,1,1,1,2,L,L,L,L,0.691,0.63561605,0.78383,0.09283,1112LLL8L
30,8,Top,0,1,1,1,0,R,R,R,R,0.409,2.0805394,0.3035645,-0.1054355,0110RRR8R
43,8,Top,1,1,1,1,2,R,R,R,R,0.691,0.68049415,0.780943,0.089943,1112RRR8R
11,9,Top,1,1,1,1,1,R,R,R,R,0.537,1.4473058,0.560983,0.023983,1111RRR9R
63,9,Top,0,0,1,1,1,R,R,R,L,0.677,0.99018295,0.649192,-0.027808,0011RRL9R
110,9,Top,0,1,1,1,1,R,R,L,R,0.552,1.3696837,0.5244225,-0.0275775,0111RLR9R
270,8,Top,0,1,1,1,0,R,L,R,L,0.409,2.0692526,0.3162775,-0.0927225,0110LRL8R
687,9,Top,0,0,1,1,1,L,L,L,L,0.677,0.95616685,0.6642215,-0.0127785,0011LLL9L
121,8,Top,1,0,0,1,0,R,R,L,R,0.664,0.7758337,0.752658,0.088658,1000RLR8R
189,8,Top,0,1,0,1,2,R,R,L,L,0.788,0.2825091,0.895361,0.107361,0102RLL8R
138,8,Top,1,1,0,1,2,R,R,L,R,0.766,0.39546635,0.868566,0.102566,1102RLR8R
79,8,Top,0,0,1,1,0,R,R,R,L,0.542,1.3453535,0.544766,0.002766,0010RRL8R
652,8,Top,1,0,1,1,0,L,L,R,L,0.462,1.62204945,0.476071,0.014071,1010LRL8L
50,9,Top,1,1,0,1,0,R,R,R,L,0.559,1.3718506,0.5764745,0.0174745,1100RRL9R
129,8,Top,1,0,0,1,1,R,R,L,R,0.744,0.4162467,0.859,0.115,1001RLR8R
2,9,Top,1,1,0,1,0,R,R,R,R,0.559,1.34486335,0.5852945,0.0262945,1100RRR9R
163,9,Top,1,1,1,1,2,R,R,L,L,0.762,0.64248405,0.791185,0.029185,1112RLL9R
115,9,Top,1,1,1,1,2,R,R,L,R,0.762,0.6688025,0.784567,0.022567,1112RLR9R
42,8,Top,1,1,0,1,2,R,R,R,R,0.766,0.35176315,0.878964,0.112964,1102RRR8R
101,9,Top,0,1,0,1,0,R,R,L,R,0.644,1.11897085,0.6261885,-0.0178115,0100RLR9R
70,9,Top,0,1,1,1,2,R,R,R,L,0.793,0.52785385,0.806235,0.013235,0112RRL9R
31,8,Top,0,0,1,1,0,R,R,R,R,0.542,1.3378291,0.544193,0.002193,0010RRR8R
3,9,Top,1,1,1,1,0,R,R,R,R,0.356,2.28244935,0.327307,-0.028693,1110RRR9R
15,9,Top,0,0,1,1,1,R,R,R,R,0.677,0.9503534,0.6637445,-0.0132555,0011RRR9R
94,8,Top,0,1,1,1,2,R,R,R,L,0.718,0.5107385,0.812108,0.094108,0112RRL8R
0,9,Top,0,0,0,1,0,R,R,R,R,0.841,0.4346847,0.8611005,0.0201005,0000RRR9R
109,9,Top,0,1,0,1,1,R,R,L,R,0.773,0.58274745,0.7970045,0.0240045,0101RLR9R
33,8,Top,1,0,0,1,1,R,R,R,R,0.744,0.4041513,0.863354,0.119354,1001RRR8R
659,8,Top,1,1,1,1,1,L,L,R,L,0.516,1.40490245,0.567363,0.051363,1111LRL8L
34,8,Top,1,1,0,1,1,R,R,R,R,0.655,0.8131435,0.7402425,0.0852425,1101RRR8R
179,8,Top,1,1,1,1,1,R,R,L,L,0.516,1.452653,0.5574365,0.0414365,1111RLL8R
67,9,Top,1,1,1,1,2,R,R,R,L,0.762,0.63947695,0.784184,0.022184,1112RRL9R
707,8,Top,1,1,1,1,1,L,L,L,L,0.516,1.4720694,0.555731,0.039731,1111LLL8L
708,8,Top,1,0,1,1,1,L,L,L,L,0.586,1.0164011,0.662887,0.076887,1011LLL8L
44,8,Top,1,0,1,1,2,R,R,R,R,0.746,0.3623687,0.875618,0.129618,1012RRR8R
19,9,Top,1,1,1,1,2,R,R,R,R,0.762,0.6665448,0.781521,0.019521,1112RRR9R
52,9,Top,1,0,1,1,0,R,R,R,L,0.462,1.6473993,0.47277,0.01077,1010RRL9R
9,9,Top,1,0,0,1,1,R,R,R,R,0.829,0.4192942,0.85758,0.02858,1001RRR9R
29,8,Top,0,1,0,1,0,R,R,R,R,0.605,1.1096594,0.6284955,0.0234955,0100RRR8R
22,9,Top,0,1,1,1,2,R,R,R,R,0.793,0.50659485,0.818367,0.025367,0112RRR9R
99,9,Top,1,1,1,1,0,R,R,L,R,0.356,2.2555902,0.334048,-0.021952,1110RLR9R
755,8,Top,1,1,1,1,1,L,L,L,R,0.516,1.4256196,0.5623925,0.0463925,1111LLR8L
131,8,Top,1,1,1,1,1,R,R,L,R,0.516,1.42870855,0.5643615,0.0483615,1111RLR8R
59,9,Top,1,1,1,1,1,R,R,R,L,0.537,1.3805441,0.571521,0.034521,1111RRL9R
26,8,Top,1,1,0,1,0,R,R,R,R,0.534,1.3225822,0.5915645,0.0575645,1100RRR8R
53,9,Top,0,1,0,1,0,R,R,R,L,0.644,1.12011285,0.624969,-0.019031,0100RRL9R
5,9,Top,0,1,0,1,0,R,R,R,R,0.644,1.1267281,0.623529,-0.020471,0100RRR9R
682,9,Top,1,1,0,1,1,L,L,L,L,0.715,0.71959095,0.7672175,0.0522175,1101LLL9L
85,8,Top,0,1,0,1,1,R,R,R,L,0.702,0.56848115,0.8032325,0.1012325,0101RRL8R
683,9,Top,1,1,1,1,1,L,L,L,L,0.537,1.39035045,0.567818,0.030818,1111LLL9L
38,8,Top,0,1,1,1,1,R,R,R,R,0.534,1.3656683,0.5277425,-0.0062575,0111RRR8R
123,8,Top,1,1,1,1,0,R,R,L,R,0.371,2.28022015,0.331434,-0.039566,1110RLR8R
28,8,Top,1,0,1,1,0,R,R,R,R,0.462,1.6107288,0.482773,0.020773,1010RRR8R
27,8,Top,1,1,1,1,0,R,R,R,R,0.371,2.3100918,0.323988,-0.047012,1110RRR8R
62,9,Top,0,1,1,1,1,R,R,R,L,0.552,1.3511854,0.5310095,-0.0209905,0111RRL9R
82,8,Top,1,1,0,1,1,R,R,R,L,0.655,0.7607407,0.7567345,0.1017345,1101RRL8R
116,9,Top,1,0,1,1,2,R,R,L,R,0.833,0.3476636,0.88269,0.04969,1012RLR9R
218,8,Top,1,1,0,1,0,R,L,R,R,0.534,1.3054057,0.595411,0.061411,1100LRR8R
83,8,Top,1,1,1,1,1,R,R,R,L,0.516,1.39335625,0.571611,0.055611,1111RRL8R
7,9,Top,0,0,1,1,0,R,R,R,R,0.559,1.32122595,0.550175,-0.008825,0010RRR9R
84,8,Top,1,0,1,1,1,R,R,R,L,0.586,1.0108507,0.662642,0.076642,1011RRL8R
60,9,Top,1,0,1,1,1,R,R,R,L,0.62,1.0079715,0.6627945,0.0427945,1011RRL9R
155,9,Top,1,1,1,1,1,R,R,L,L,0.537,1.4021254,0.570707,0.033707,1111RLL9R
746,8,Top,1,1,0,1,0,L,L,L,R,0.534,1.342277,0.5908,0.0568,1100LLR8L
6,9,Top,0,1,1,1,0,R,R,R,R,0.39,2.0366135,0.317088,-0.072912,0110RRR9R
13,9,Top,0,1,0,1,1,R,R,R,R,0.773,0.58486175,0.7988135,0.0258135,0101RRR9R
731,9,Top,1,1,1,1,1,L,L,L,R,0.537,1.4301897,0.560849,0.023849,1111LLR9L
86,8,Top,0,1,1,1,1,R,R,R,L,0.534,1.3388418,0.5371655,0.0031655,0111RRL8R
91,8,Top,1,1,1,1,2,R,R,R,L,0.691,0.62730165,0.7920825,0.1010825,1112RRL8R
75,8,Top,1,1,1,1,0,R,R,R,L,0.371,2.2419294,0.3377605,-0.0332395,1110RRL8R
36,8,Top,1,0,1,1,1,R,R,R,R,0.586,0.99250425,0.667061,0.081061,1011RRR8R
74,8,Top,1,1,0,1,0,R,R,R,L,0.534,1.316666,0.5925435,0.0585435,1100RRL8R
1,9,Top,1,0,0,1,0,R,R,R,R,0.725,0.73885065,0.761776,0.036776,1000RRR9R
4,9,Top,1,0,1,1,0,R,R,R,R,0.462,1.651583,0.474408,0.012408,1010RRR9R
142,8,Top,0,1,1,1,2,R,R,L,R,0.718,0.49034645,0.821438,0.103438,0112RLR8R
90,8,Top,1,1,0,1,2,R,R,R,L,0.766,0.3486219,0.882141,0.116141,1102RRL8R
14,9,Top,0,1,1,1,1,R,R,R,R,0.552,1.3459765,0.527428,-0.024572,0111RRR9R
25,8,Top,1,0,0,1,0,R,R,R,R,0.664,0.74400165,0.7608615,0.0968615,1000RRR8R
